date,coal_price_usd_per_mt,iron_ore_price_usd_per_dmt,source,source_date
2022-10-01,389.8,92.6,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2022-11-01,342.2,93.3,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2022-12-01,379.2,111.8,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-01-01,318.0,122.2,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-02-01,207.5,127.6,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-03-01,187.2,128.4,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-04-01,194.3,117.4,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-05-01,160.5,105.2,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-06-01,139.4,113.5,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-07-01,140.6,114.4,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-08-01,152.6,110.2,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-09-01,162.5,121.0,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-10-01,142.1,119.0,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-11-01,126.8,131.1,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2023-12-01,141.8,137.1,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-01-01,124.9,135.8,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-02-01,124.2,124.4,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-03-01,131.5,109.8,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-04-01,135.0,112.8,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-05-01,142.0,118.9,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-06-01,135.1,107.5,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-07-01,137.6,106.9,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-08-01,145.8,99.9,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-09-01,139.2,92.8,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-10-01,146.6,101.4,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-11-01,142.1,100.5,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2024-12-01,129.8,102.2,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-01-01,118.6,99.6,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-02-01,106.9,105.1,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-03-01,104.0,100.1,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-04-01,98.6,97.2,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-05-01,104.4,97.0,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-06-01,109.0,92.3,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-07-01,112.9,97.3,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-08-01,112.2,99.7,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-09-01,106.3,103.3,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-10-01,107.5,103.5,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-11-01,112.6,102.5,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2025-12-01,107.7,104.6,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2026-01-01,109.8,105.5,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2026-02-01,118.4,98.8,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2026-03-01,138.6,104.5,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2026-04-01,130.9,106.1,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2026-05-01,136.9,108.6,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2026-06-01,138.5,100.8,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2026-07-01,131.9,98.2,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
2026-08-01,135.2,96.3,World Bank Commodity Markets (Pink Sheet),"September 02, 2026"
